district,crop_name,crop_area,crop_share,season,total_cropped_area,source_year,source_table,notes
Vehari District,Barley,,1,Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Cotton,90427,6,Kharif,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Sugarcane,13433,1,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Tobacco,,,Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Oilseeds,,5,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Pulses,,0,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Fodders,233930,14,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Vegetables,,3,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Orchards,11477,1,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Other Crops,,6,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Maize (Total),453289,,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Kharif Crops (Total),775875,,Kharif,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Rabi Crops (Total),840797,,Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Total Cropped Area,1628150,,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Wheat,698180,67,Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Rice/Paddy,558,0,Kharif,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Maize (Rabi),,0,Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Maize (Kharif),,4,Kharif,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Jowar/Bajra/Gram,,1,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Barley,,0,Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Cotton,4707,1,Kharif,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Sugarcane,1249,0,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Tobacco,,0,Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Oilseeds,,9,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Pulses,,0,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Fodders,63792,6,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Vegetables,,4,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Orchards,12997,1,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Other Crops,,5,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Maize (Total),39894,,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Kharif Crops (Total),272332,,Kharif,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Rabi Crops (Total),753882,,Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Attock District,Total Cropped Area,1039211,,Kharif+Rabi,1039211,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
